418,16880
10631,5444
5037,10299
7099,5004
16589,19044
3639,3189
13063,12950
3976,10880
13273,19742
14592,18880
18072,11081
16726,13583
15056,17913
16200,1958
11729,5179
7250,4654
15022,163
14923,17401
6316,15444
1011,2549
10901,109
8964,15089
7303,17686
2568,472
14017,7868
1728,10939
5252,2008
16369,18914
7883,4551
12251,15309
15255,18069
10887,18217
633,178
13810,2421
13355,18315
67,10396
18092,2309
1612,13521
18116,14284
18078,5850
1178,19066
12423,15957
18286,3534
18530,13842
14938,11763
15950,2779
7883,4874
1887,934
665,8485
15581,3812
3880,11105
3898,15951
101,12723
9115,4388
18346,8357
16998,414
13852,10396
3263,9481
11274,7533
11421,7442
282,17992
17753,3485
5422,19456
11864,10325
1636,12159
8835,9350
11497,3446
13556,18188
6591,16667
10899,3978
14401,14696
5226,19655
7308,5717
2915,10958
7258,10282
8488,13065
17764,14227
7980,13089
5402,10323
8521,13352
19303,10637
2858,19454
17704,13404
1716,12939
17284,10489
8310,5300
12825,6702
213,7586
15829,14288
5556,19693
1270,1528
9235,18806
9258,1935
11408,3177
486,18560
14267,9799
9159,14601
3739,17236
7511,14380
2564,15495
14825,16766
6775,6945
4604,3497
17268,11609
13589,14443
6820,14631
7030,18834
4685,19631
13129,12406
13437,4445
19896,19969
1244,16098
8900,17580
347,1849
3231,15448
960,14045
13241,2584
9373,10930
5018,13028
18391,12073
10824,15077
15097,2660
747,14886
12671,15397
3857,5229
13715,14812
15583,281
2775,10013
8301,14759
9817,14711
2315,12557
7102,17767
623,18836
6360,12834
7546,17047
7608,12911
12087,9085
18610,17877
9194,14722
3529,6981
13544,3956
1122,10893
9796,4872
16063,4919
2453,10402
16538,14992
7645,14311
9508,8696
15076,8621
15013,8711
880,12085
7374,3744
2318,6378
12457,720
3048,12851
19944,2022
17709,9986
17995,16522
9145,8982
730,1061
14814,7395
398,932
2359,14551
10580,12537
14864,18064
11612,4947
12285,19883
1154,1922
9360,8266
9318,10921
13369,3789
6137,1362
1291,6853
6423,12603
6115,17908
8315,10686
265,19280
8060,5163
17537,19328
2852,9423
19592,6810
2104,14598
19566,16730
19327,13582
10505,13397
2599,10613
7007,2216
3504,2056
11594,2762
6118,19657
2226,15873
8855,3843
6753,4028
5310,432
3120,5577
7516,15069
17488,13620
13804,3503
16298,3649
3139,7905
2204,2836
6723,9555
322,10309
5011,17220
5641,2352
768,3002
7178,6328
2245,6484
14139,17927
3074,5417
10083,16470
3459,458
9371,16783
11688,11726
9691,16160
6225,388
16770,8348
2170,10425
18776,16769
12456,11647
14397,9689
12850,6473
17761,6118
8834,2114
15976,818
9959,11593
6141,16986
12621,16149
19540,3327
1663,12382
2142,1720
7258,18116
19853,6906
2633,2156
16236,12890
2023,1459
3354,9641
3894,19254
17570,1205
6454,13212
1516,19271
18042,4806
8498,17194
12796,16814
13709,16547
10991,7070
9591,16176
5923,6342
1907,3428
5243,15024
12425,13744
4028,12025
3320,4937
18169,17345
7446,16354
5702,17169
11279,2111
4773,17549
5778,2416
1026,10597
17890,964
9023,1275
4927,3414
8547,15862
6381,8862
7335,15875
13579,5567
6728,8264
8202,16495
3189,17396
16046,10071
11640,10408
11096,17566
10199,16422
1136,5691
14554,19989
15059,9441
11311,13845
4852,8326
10990,15738
11028,6999
12072,6650
9288,3113
12192,6896
5001,10937
7294,16502
9281,5026
14609,17804
8183,17894
7200,109
4787,13682
13271,5180
13531,11648
13086,4017
4309,804
864,773
17516,17772
13615,5160
19844,19243
16097,302
12692,18351
13093,2695
5358,12149
5139,10304
18994,15018
14431,4619
9562,11476
11779,11230
19263,10807
905,11261
6056,9083
7510,2437
7662,19729
10015,14041
2508,4911
738,19829
19596,2892
16997,5554
4009,18859
13525,14519
13451,18266
8194,8869
12752,15358
12875,10802
18983,13100
4815,17131
3993,4913
16164,8726
10560,13312
12720,11242
8880,14353
10199,17701
19205,9482
3047,15788
11702,10550
7005,376
7020,12427
14320,12079
12688,7303
19875,8264
6692,17984
273,3615
16889,12840
1682,8909
17013,11253
17893,5457
8271,8859
18751,7527
17138,2496
3591,12686
1544,7921
16776,10456
9487,7501
9628,1203
3608,5561
447,16876
9788,715
18958,11852
7239,13535
2227,16593
9581,11573
13661,13760
413,9038
5602,16587
7127,6598
2968,18544
10128,15551
2919,17333
10763,1387
5287,18840
10798,4163
9653,14793
19969,18678
18647,9220
13921,14593
11631,12319
10487,19721
10483,9010
8795,15090
12240,15688
11226,19217
13516,8626
9061,2178
17660,3134
3464,12858
5475,16567
6080,18443
4681,19870
15774,7952
14301,3824
443,9079
12347,16579
3341,12182
14533,7937
6007,4568
11934,3808
19733,11329
1838,8623
9803,2670
1262,545
15953,4056
10466,9858
1944,10617
10369,12375
16651,17034
1672,9042
12240,10230
13326,11340
15124,9900
13656,8602
2026,14064
8779,12312
17190,10850
12582,6899
19346,15106
19834,11176
10098,12644
11702,9910
6545,4656
10961,18161
15037,4305
6247,12344
18477,19924
2263,2263
14485,4726
9506,1020
18071,7457
8794,17091
17331,4113
5148,5545
13889,14839
3152,10195
2453,7871
635,5822
1083,11776
13851,19519
17543,868
13069,1411
8032,3190
16725,8930
8986,13125
11608,10620
13761,3919
2664,13605
16446,509
8544,8508
14943,4866
3322,11391
9323,11491
18449,13888
11687,12241
17300,1680
16311,3124
3003,2264
10705,1462
10009,1919
16132,14190
855,16770
4515,5839
8754,8053
2544,18551
12703,1083
3452,8556
10517,5346
638,17909
6338,3495
6717,1416
11763,16439
1177,6367
3605,9890
14453,6051
4891,14210
19811,8759
9681,15507
613,15202
7787,5148
13345,3427
2906,12384
5262,11345
15087,2881
11184,11753
9321,5210
4167,7814
7327,19344
7086,7165
7313,14653
12040,4510
14969,3357
8990,1710
18852,19190
2199,9693
1199,13095
11703,6757
764,14429
8508,2568
9365,11128
16292,4294
15273,6460
18279,10074
15661,18257
5673,2124
1715,19979
7203,3832
9858,9335
13279,921
1379,16204
11123,4815
6299,2038
10602,13831
12653,848
11736,7954
17627,13933
2409,7336
7388,13267
6857,2830
9789,12227
8104,17989
16928,9140
16050,2916
1209,255
2558,14483
10663,861
6326,10982
11417,14711
19225,6360
8695,2315
16491,15091
1919,764
11304,12721
1774,1437
15471,841
16485,18303
17382,19210
5181,8959
18547,15928
19136,4960
15888,12808
17512,5466
861,14988
1365,14681
9188,5317
12296,11685
14066,1790
14291,2347
10918,3841
8915,16967
6674,1821
18882,592
19869,7352
1903,2283
18013,18705
16980,11249
1009,2267
571,17609
11283,8869
12674,19102
11913,7117
13390,5808
12008,1405
2941,17073
17641,14326
16781,17640
15923,4472
2446,13015
16733,1160
14946,13294
4530,10497
6829,17409
16887,2353
9942,8404
7531,1889
19990,7504
12574,15615
17276,8949
13959,8307
2173,8048
328,1464
10059,17128
9103,9509
8041,9331
17792,14750
8744,7996
4124,8309
15806,9939
9008,15202
4703,14323
9438,949
15998,9599
6517,17541
17265,10792
16732,16564
5782,5664
13075,3973
14190,15772
13016,7573
3174,19521
5911,6217
13163,4957
14128,831
651,16636
16299,9833
2061,15486
13573,6161
5023,7633
15030,7172
11005,13208
16107,6725
13877,7110
12875,16306
914,205
13244,9848
14299,11242
10852,679
15411,1006
11598,348
3999,18281
10383,8806
6811,12461
1848,5980
4130,13012
967,1710
649,4781
137,1685
15800,18408
4372,18709
3342,10773
3599,17305
3574,18802
8200,10879
3674,5259
14026,6779
1150,19685
12367,18927
17669,15044
9537,16361
16587,1467
10972,17964
6422,3120
11630,4185
18128,19908
14718,9443
7205,17921
5233,9696
5756,10567
13389,852
14685,16794
11751,8645
17122,5012
4322,9583
15188,14179
6423,2733
16093,9606
7365,6964
7463,5592
307,7841
2531,6314
784,7690
16758,962
1933,19292
11764,9183
4027,17496
14412,11307
7407,7493
11342,14379
5124,7857
13180,7703
12958,4552
12164,12670
1716,10577
8495,11530
5760,2506
4667,18260
13464,8236
5798,18732
6473,10006
380,11742
8222,11201
19722,16080
12878,13876
15906,7392
1526,1595
18413,14784
9065,11544
12789,12851
3871,16097
17243,16146
3143,11677
19271,12822
15396,11892
14017,619
11297,16482
9503,7329
6291,13374
19944,5394
2462,12296
12547,7952
10445,9992
8158,17590
13397,10823
8442,17277
14233,2433
2189,15899
18347,9189
8336,10398
6204,18654
9845,3618
6548,9302
8423,4486
14914,12071
7131,17109
7287,18488
12590,3272
17859,16821
19724,10778
10757,5292
1398,17668
5638,3735
1995,3669
6866,11885
11699,13267
1000,17351
2285,11849
17378,6495
14601,3231
12204,9784
6279,17306
11635,14761
10393,14626
14603,17896
9399,10695
1258,8762
10608,16484
5720,15959
6269,104
6837,7331
15979,13213
6447,8013
19971,9364
3655,6745
16068,15227
9789,283
2138,11990
15385,9234
17707,5874
14000,14547
4787,14141
10093,3299
14940,6265
18302,6758
11726,6934
17706,13665
6282,5880
9280,5721
12412,12662
15934,17687
8450,11978
1580,4200
2876,10224
14719,900
8641,9096
16113,953
470,15364
1560,210
8982,17034
2849,4069
17642,1757
13235,11631
7510,1901
13635,4249
6478,10645
14017,3882
11841,1419
4576,14778
8079,5689
314,3780
3909,3520
6605,10015
14732,14120
18281,2275
18369,18807
10438,3708
15622,9488
10073,19861
2518,17955
15503,11907
10493,3574
8168,18211
19625,4391
18072,18557
3274,13847
6164,17828
13237,18428
9175,14612
6413,14723
1597,18340
16607,13624
3755,6553
9068,11103
4922,6327
10585,16715
9050,11186
4791,15967
14997,4296
14206,1944
125,14361
17114,19156
5465,16750
11765,15943
17321,14963
11190,7807
10219,11789
838,4632
14790,5616
14224,6031
2704,14640
12062,12518
19002,10622
19277,8134
77,496
1028,15202
18409,17242
6597,4702
2915,14824
16335,3483
7435,4015
2529,14363
16146,4605
6358,7345
6221,15255
16993,8769
7622,10786
7786,13977
2589,16200
12931,6214
3273,8029
4469,16342
11589,11066
6830,13312
14735,8232
1200,19435
2698,3225
6482,994
321,16311
10293,17781
3916,8319
6604,2706
15832,6592
19570,14343
11850,17453
19271,8492
15808,8072
17070,1949
15572,7060
3883,1641
5346,180
9587,6326
2118,14699
16618,9263
10552,9280
9294,18973
9761,9477
18566,253
11360,4848
6324,7678
2669,2713
9237,4565
17065,16201
15651,16378
15624,5096
5622,3488
4374,15649
18177,14647
17372,19354
3005,2470
18600,18362
19285,10445
5765,7400
16912,17031
16420,2535
2419,3257
11886,16326
14902,18183
10009,17565
10748,18919
9697,13165
15975,12639
1814,11189
19854,17508
9257,1958
17303,6066
19809,17189
13670,7329
4802,19430
18434,355
13056,3803
14443,11121
16315,5330
18401,3019
7463,10975
7600,5458
1150,9079
5480,8682
12153,11648
9387,964
18769,9954
8883,13810
9742,2767
6488,13747
8187,1886
11608,13796
9027,16917
2383,13193
11608,18399
17717,12750
17417,2890
10530,2956
4776,18815
10269,17665
10728,12658
13705,4630
9356,496
15288,4277
11479,2103
16681,13190
6607,15297
9982,653
11990,2130
17115,19981
3349,17743
17992,11439
19590,9571
6372,6566
18629,18885
2164,10287
7485,7597
17341,7171
14697,3450
16296,1704
2860,15060
19262,10533
11371,11900
1856,7902
8220,7068
11322,14514
14801,11866
3697,17148
12662,8298
19051,18710
14426,14677
3351,12204
18194,2643
891,5091
937,2307
145,9768
15053,3620
7589,531
2076,3378
9251,12577
8953,14833
5990,16107
5741,16145
2243,4308
1307,19169
18865,12428
2279,13939
18401,2974
8271,15619
3090,14434
14999,12675
5485,5694
16191,11325
14198,7221
2578,8225
14987,6907
12648,3666
112,278
12240,2187
4687,5195
2882,4098
8346,4955
7039,14123
11053,6900
15149,13616
9073,19498
10247,18820
16658,218
12528,8583
724,1481
5808,8011
17720,2086
14560,59
5693,5597
11602,8161
17386,19410
8277,7679
16600,562
13779,12681
7082,15151
788,2025
14412,14578
2670,13792
3082,12426
3856,16660
12137,2151
703,9933
16117,4930
1339,15545
17605,16877
5126,12261
13696,5289
7522,9002
7957,15528
18484,3699
16034,7806
11487,2274
15952,2147
7555,13375
2421,13455
19651,17611
10943,4027
14149,7964
18342,4348
16315,10730
14910,2282
4017,12141
4931,6436
11954,12786
13503,14309
69,10857
5066,319
18996,12884
14826,11
1192,8242
12284,2100
4254,14268
18818,6605
15754,4770
2058,19898
12330,8051
13638,9998
2208,16453
15625,2399
7840,3934
16805,14229
8204,1355
15924,19151
7225,469
8967,18877
7707,2502
6368,10649
15654,2594
2031,17648
4737,19635
2409,3259
3570,11093
1804,13393
6452,4923
14530,12766
19548,5311
14999,8662
3051,4167
17072,5719
188,7669
17837,13265
15756,1931
2622,9412
10361,17301
14767,13773
15585,9972
6224,2267
11843,1595
14828,9663
1176,9811
12776,18024
18822,13959
4669,14779
13919,3370
14420,6268
16650,5129
14121,10437
18712,10955
14738,17015
7143,13187
7266,6045
2481,1537
8717,12045
9711,10493
19177,13651
18493,9350
11231,6963
12525,9678
15549,5036
381,16566
11839,11068
6496,15902
16932,3116
6190,12003
14405,9023
5652,18480
8251,10331
19209,15337
5860,12286
13141,4613
7284,10058
10749,1489
8506,10382
1383,6242
19335,10763
5313,8178
12657,8909
19566,14044
3799,11714
794,11967
15122,9757
11907,2260
8357,14497
7874,11990
5492,18071
6289,1389
17316,12035
2148,16758
14977,3827
8544,18741
17908,17415
943,11628
14397,297
8765,14539
15722,7431
18489,8927
17764,4290
15008,3050
2330,19444
18631,15725
3786,11033
7545,1929
2707,5387
1721,19526
7317,3055
18768,18138
15311,16767
4184,3894
3483,1290
19537,13758
4718,3170
6784,1417
6725,10146
1108,2980
5516,16173
15368,14143
7530,2716
1258,7032
13936,5833
14452,7554
17095,7766
19880,18043
16973,8633
3242,14215
9043,13864
16669,2229
16552,10842
17958,18498
13275,10582
18815,12774
2551,12341
17486,13782
12552,15446
9899,16860
6967,2161
3450,12446
927,10575
6606,17948
9878,18073
2333,3274
4732,11832
7081,8888
19010,14164
634,16520
6340,2296
16996,3763
221,3018
9376,2331
19142,6791
11491,16734
11664,18597
9356,5555
291,2575
1184,15908
14141,8424
3191,7455
18697,1072
14696,5294
6255,17236
11024,11356
4364,2575
1885,12600
10426,3765
6123,6291
13816,8386
7702,15745
11946,3669
19876,2103
5724,97
6272,4918
13128,15096
1358,5927
415,10504
13309,16141
4543,12710
16437,19663
16035,6649
1912,17480
9338,13482
1112,2022
9408,2550
5194,3898
5236,5153
18537,1049
1935,11726
4061,17001
5720,16743
11821,2624
10595,483
19450,4568
3728,18502
8564,18135
11204,11025
18184,1969
11007,9712
1109,15122
10075,2767
14929,12990
11315,7793
2078,14564
13389,18826
7616,1228
1212,8727
12870,15927
14159,5358
6980,9269
13593,1662
10138,4544
4045,12485
407,1309
5691,13832
5005,7578
11786,5704
13948,16484
15569,15392
4145,2909
6812,15812
6203,9696
5568,7637
4510,18434
6527,2839
7321,18494
7497,8778
2617,11599
16394,6527
9549,15303
6772,3067
12472,13675
1067,5082
14610,16505
5724,5897
16865,1025
17150,9881
9539,9
11892,10394
18437,12136
19282,14848
7945,4348
17314,15816
6695,11617
617,16431
5028,13315
8120,5854
19654,17701
6296,10188
18492,6718
1741,9693
16417,10250
2147,12422
4940,12125
4294,6613
7737,2817
4784,16449
4915,15856
6376,18113
6121,6826
8780,107
11145,5835
8941,9235
2252,14210
50,8448
7062,14274
5845,13450
2610,7986
17641,12539
16980,6588
15456,10354
15470,9253
5655,17358
2559,14582
14441,6780
14410,10022
16801,12022
13958,7085
12207,417
17496,16436
5376,5149
7808,3156
7883,6730
5487,9780
6488,17435
2926,19428
5527,13716
7147,552
15224,12723
14922,8521
1621,1713
13052,3073
12236,3286
6012,10374
4885,10449
15445,1809
2151,14349
3803,8308
16601,17710
1943,2785
11556,8742
12162,1815
13933,8872
17774,5825
12312,13826
18102,5646
741,17006
694,12839
19603,18258
643,250
8710,19911
14043,16353
6761,10463
5895,12338
15150,7072
7802,8262
13454,2204
18528,6757
2291,15978
5618,7993
7438,8028
16902,2184
8168,5582
8570,1331
2047,12187
3253,17640
9332,13995
16040,10903
4683,14682
8134,14792
5963,12269
14464,4230
14754,15749
16827,13193
9724,11395
1004,9062
6753,16024
3958,2525
12157,13774
13148,13804
13675,5675
10545,1234
1250,2128
6615,1850
1406,9683
9443,14158
15061,1932
16706,17273
12532,16465
7415,14455
6844,449
6900,6129
2305,19092
4214,11847
6241,6111
11613,9192
11433,10026
7107,892
2819,8171
10689,18920
14650,14716
5652,14586
16842,9362
13960,12607
16877,8974
13282,1152
8114,8343
19423,4570
7658,5529
11494,1618
11280,15819
6157,15437
18919,6845
10828,8759
296,17007
8927,14415
11978,19956
4432,10907
15015,13273
8380,8604
4170,4360
2169,4369
8493,6682
9284,6850
10178,10362
15683,13068
8186,16907
10706,4654
17140,7934
4469,12373
19423,19488
3275,8356
14924,16944
9881,18663
10132,11548
13689,19179
14269,8137
4996,18198
7730,7475
8945,12866
13835,19565
8894,2823
6548,16915
1781,4298
7131,15112
3534,13773
7945,11007
13048,15598
12442,3118
18366,15936
9158,167
737,6695
4597,11743
18439,4300
10224,7524
9422,5395
2897,7172
7145,5457
14652,859
6374,11461
8925,4698
16995,2970
8209,19144
2675,18528
1404,13166
241,3945
7568,18243
416,10597
10351,11423
17689,6194
17163,15973
5211,18895
6473,13323
16096,266
15330,8482
6243,11660
68,6689
11189,15660
6766,19041
17579,3279
11977,14613
16896,3443
11381,11654
10836,11405
15536,9972
6058,13746
4497,8664
19488,11323
8782,2148
15256,5278
3144,19084
252,15967
4814,15373
12313,4918
15971,17044
163,11894
15683,7200
14734,14575
2468,5024
1197,15746
18403,12741
4417,2646
1695,6475
3337,19667
6004,19556
12655,9035
10584,1107
998,12751
5472,7880
9205,9101
16090,10780
12449,19036
16241,17806
13891,14710
18220,15817
4798,6634
12120,3435
4821,3873
6008,1431
9227,4815
19816,18559
15218,712
14075,664
11442,9550
334,18213
14117,18803
11391,1034
9835,3596
6059,19661
10816,17502
14345,17011
2188,19486
12360,17258
15529,19849
18941,8412
1268,6849
14654,8649
6622,12246
2786,12171
13610,16216
9052,16289
6369,13918
7486,4473
9343,971
17016,9649
15353,14581
4336,13728
16386,1829
1460,7930
4204,15657
2091,18533
5356,9811
15076,9242
19577,19805
11599,16320
3163,15000
14787,5654
1536,10607
15236,9418
432,97
12741,13283
8071,17846
10305,4084
16335,5980
14339,17210
16696,14778
15264,15790
17503,13756
10549,11736
19507,16890
17673,14739
4275,2601
16172,9133
1346,12760
16258,2090
11052,7172
15310,3331
6080,327
627,10468
8033,7925
7119,15528
9738,18525
6948,16114
14490,16553
15615,373
3998,19677
15237,16051
12066,16999
15075,19513
4580,5833
8593,13984
17292,17244
18113,5133
5005,5663
970,15861
16153,6432
13013,15701
2216,10006
19651,17009
13841,13933
14201,16361
18441,5574
6850,4087
934,7784
8952,15492
1276,7228
11512,16674
324,1812
13469,6990
5565,488
7202,7294
6553,4221
14054,3754
672,16281
3718,14905
8147,16967
2565,5447
960,5905
6479,19634
2302,8714
19981,8691
8644,15668
10126,13061
8529,8466
9892,10820
8109,14414
10502,12591
18539,18458
18388,19130
16772,6864
13941,1873
2704,7330
13474,11111
16045,7900
17942,2110
10454,13306
15923,12288
19786,12553
3380,337
15526,9826
19010,9457
18675,19162
5095,2816
11684,13538
5026,19867
818,3389
15578,4967
12999,16870
13636,13906
2076,4334
18092,1415
7695,5978
8836,13732
15630,18510
1497,9141
4568,9280
16492,384
105,12804
13345,19871
7872,4917
7238,11936
13307,10018
14579,1571
6529,6428
65,4654
7818,2975
6394,9672
3055,4790
6563,19371
11299,13101
521,8470
3837,632
16824,19013
18343,3779
18087,7656
76,8597
1853,716
1819,3754
14464,6222
14875,19422
6667,15049
7765,19262
1146,13958
12865,9348
11145,7602
18718,15483
14417,11670
3385,7612
2377,5537
226,4175
16939,4737
18673,18327
16078,16613
11889,9911
9202,4003
11896,19441
3053,9533
4691,15547
18588,8003
5984,16887
19447,15689
12242,1507
796,7003
12957,5404
2571,3785
412,15972
15223,10957
4347,10615
944,227
1092,17681
17399,2505
15910,32
17651,18526
9782,482
11218,16819
5277,3782
2533,4478
13152,8827
18016,18868
9450,1894
6026,3320
15058,18175
18465,10957
13026,1480
16704,19048
18647,3879
3044,10851
1480,13932
3464,5216
7383,7294
9632,1707
4340,3640
15653,745
9512,19900
9395,18721
1060,10527
453,11352
17642,2039
9938,3733
791,3842
19153,17931
4727,76
19577,18825
5738,1346
7350,1777
7605,12671
13157,6893
9169,14874
16697,17206
10114,6471
13692,15402
11061,16603
11681,2160
17918,19056
11940,92
10471,1726
15313,5009
40,6858
7929,18778
219,12849
6337,10853
9157,3706
913,11752
4604,15630
3826,19062
6122,14121
7137,16366
9659,19282
9604,7451
10365,5474
14151,19994
14899,17061
15921,8843
17029,3050
12815,1845
5742,16108
11992,3125
10955,9984
12598,12183
6351,6511
11537,16879
17643,17758
2324,4742
7756,3459
16513,18450
10133,16215
5957,7048
15924,243
14306,19403
1241,13090
8090,10618
14579,2062
16238,925
2049,11808
7667,16564
11099,4951
13879,10686
4377,16598
10304,2266
470,11810
3692,8630
11180,15406
2227,1413
11671,548
11745,17544
16900,14154
15792,7319
16167,15805
10336,1310
19354,11280
13535,7361
5735,13240
5267,11792
14052,1972
1763,15241
3994,13138
16042,20000
18467,18210
15632,12455
6891,19626
12391,15035
6831,8694
9169,14354
3733,12046
12332,5177
10005,2570
5943,16114
3866,8598
8490,15875
17611,7568
8299,11018
16005,1354
5491,9632
9862,9344
19980,7775
14454,7327
4798,14232
12820,4291
1370,14522
17144,5632
4491,12696
12684,18221
5448,2762
1082,5823
4768,17297
8164,18206
19126,2831
6054,13349
13663,14031
16689,13545
5387,7666
8718,16872
17625,17720
19284,6497
7525,2681
7163,11586
7146,11870
19539,1792
19712,14887
6755,7588
5278,2188
7548,3706
1515,13345
3512,4320
